store_id,day_of_week,date,sales,is_open,has_promo,is_state_holiday,is_school_holiday,future,year,calender_week,christmas,easter,public_holiday,is_state_holiday_bool,sales_last_year,sales_weekday_avg,sales_calender_week_avg,was_open_last_day,will_be_open_next_day,last_promo_since_days,next_promo_in_days,state_holidays_in_last_7_days,state_holidays_in_next_7_days,school_holidays_in_last_7_days,school_holidays_in_next_7_days,last_state_holiday_since_days,last_school_holiday_since_days,next_state_holiday_in_days,next_school_holiday_in_days,cosinus_day,sinus_day
1,3,2013-01-02,5530.0,True,False,0,True,0,2013,1,0,0,0,False,,,,False,True,1000.0,5.0,1.0,0.0,1.0,7.0,1.0,1.0,86.0,1.0,0.9994074007397048,0.034421611622745735
1,4,2013-01-03,4327.0,True,False,0,True,0,2013,1,0,0,0,False,,,,True,True,1000.0,4.0,1.0,0.0,2.0,7.0,2.0,1.0,85.0,1.0,0.998666816288476,0.051619667223253764
1,5,2013-01-04,4486.0,True,False,0,True,0,2013,1,0,0,0,False,,,,True,True,1000.0,3.0,1.0,0.0,3.0,7.0,3.0,1.0,84.0,1.0,0.9976303053065856,0.06880242680231986
1,6,2013-01-05,4997.0,True,False,0,True,0,2013,1,0,0,0,False,,,,True,False,1000.0,2.0,1.0,0.0,4.0,6.0,4.0,1.0,83.0,1.0,0.9962981749346078,0.08596479873744647
1,1,2013-01-07,7176.0,True,True,0,True,0,2013,2,0,0,0,False,,,,False,True,1000.0,1.0,1.0,0.0,6.0,4.0,6.0,1.0,81.0,1.0,0.9927487224577402,0.1202080448993527
1,2,2013-01-08,5580.0,True,True,0,True,0,2013,2,0,0,0,False,,,,True,True,1.0,1.0,1.0,0.0,7.0,3.0,7.0,1.0,80.0,1.0,0.9905324521322229,0.13727877211326478
1,3,2013-01-09,5471.0,True,True,0,True,0,2013,2,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,7.0,2.0,8.0,1.0,79.0,1.0,0.9880226656636976,0.15430882066428114
1,4,2013-01-10,4892.0,True,True,0,True,0,2013,2,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,7.0,1.0,9.0,1.0,78.0,1.0,0.9852201067560606,0.1712931441814776
1,5,2013-01-11,4881.0,True,True,0,True,0,2013,2,0,0,0,False,,,,True,True,1.0,10.0,0.0,0.0,7.0,0.0,10.0,1.0,77.0,73.0,0.9821256058680006,0.1882267098432442
1,6,2013-01-12,4952.0,True,False,0,False,0,2013,2,0,0,0,False,,,,True,False,1.0,9.0,0.0,0.0,7.0,0.0,11.0,1.0,76.0,72.0,0.9787400799669153,0.2051044998686192
1,1,2013-01-14,4717.0,True,False,0,False,0,2013,3,0,0,0,False,,,,False,True,3.0,7.0,0.0,0.0,5.0,0.0,13.0,3.0,74.0,70.0,0.9711000518829505,0.2386727660059501
1,2,2013-01-15,3900.0,True,False,0,False,0,2013,3,0,0,0,False,,,,True,True,4.0,6.0,0.0,0.0,4.0,0.0,14.0,4.0,73.0,69.0,0.9668478136052776,0.255353295116187
1,3,2013-01-16,4008.0,True,False,0,False,0,2013,3,0,0,0,False,,,,True,True,5.0,5.0,0.0,0.0,3.0,0.0,15.0,5.0,72.0,68.0,0.9623090774541486,0.2719581575341055
1,4,2013-01-17,4044.0,True,False,0,False,0,2013,3,0,0,0,False,,,,True,True,6.0,4.0,0.0,0.0,2.0,0.0,16.0,6.0,71.0,67.0,0.9574851883550392,0.288482432880609
1,5,2013-01-18,4127.0,True,False,0,False,0,2013,3,0,0,0,False,,,,True,True,7.0,3.0,0.0,0.0,1.0,0.0,17.0,7.0,70.0,66.0,0.9523775757303974,0.3049212246562891
1,6,2013-01-19,5182.0,True,False,0,False,0,2013,3,0,0,0,False,,,,True,False,8.0,2.0,0.0,0.0,0.0,0.0,18.0,8.0,69.0,65.0,0.9469877530760752,0.3212696616923644
1,1,2013-01-21,5394.0,True,True,0,False,0,2013,4,0,0,0,False,,,,False,True,10.0,1.0,0.0,0.0,0.0,0.0,20.0,10.0,67.0,63.0,0.9353679493131484,0.3536761221763716
1,2,2013-01-22,5720.0,True,True,0,False,0,2013,4,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,21.0,11.0,66.0,62.0,0.9291414114031744,0.3697245428906731
1,3,2013-01-23,5578.0,True,True,0,False,0,2013,4,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,65.0,61.0,0.9226395488404876,0.3856634062436071
1,4,2013-01-24,5195.0,True,True,0,False,0,2013,4,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,23.0,13.0,64.0,60.0,0.9158642882672872,0.40148798920597295
1,5,2013-01-25,5586.0,True,True,0,False,0,2013,4,0,0,0,False,,,,True,True,1.0,10.0,0.0,0.0,0.0,0.0,24.0,14.0,63.0,59.0,0.9088176373395028,0.4171936026123168
1,6,2013-01-26,5598.0,True,False,0,False,0,2013,4,0,0,0,False,,,,True,False,1.0,9.0,0.0,0.0,0.0,0.0,25.0,15.0,62.0,58.0,0.901501684131884,0.4327755925504312
1,1,2013-01-28,4055.0,True,False,0,False,0,2013,5,0,0,0,False,,,,False,True,3.0,7.0,0.0,0.0,0.0,0.0,27.0,17.0,60.0,56.0,0.8860706215341378,0.4635502709028509
1,2,2013-01-29,3725.0,True,False,0,False,0,2013,5,0,0,0,False,,,,True,True,4.0,6.0,0.0,0.0,0.0,0.0,28.0,18.0,59.0,55.0,0.8779600847008882,0.4787338401157885
1,3,2013-01-30,4601.0,True,False,0,False,0,2013,5,0,0,0,False,,,,True,True,5.0,5.0,0.0,0.0,0.0,0.0,29.0,19.0,58.0,54.0,0.8695893893466109,0.4937755501599772
1,4,2013-01-31,4709.0,True,False,0,False,0,2013,5,0,0,0,False,,,,True,True,6.0,4.0,0.0,0.0,0.0,0.0,30.0,20.0,57.0,53.0,0.8609610158889943,0.5086709438521044
1,5,2013-02-01,5633.0,True,False,0,False,0,2013,5,0,0,0,False,,,,True,True,7.0,3.0,0.0,0.0,0.0,0.0,31.0,21.0,56.0,52.0,0.8520775211013093,0.5234156073655503
1,6,2013-02-02,5970.0,True,False,0,False,0,2013,5,0,0,0,False,,,,True,False,8.0,2.0,0.0,0.0,0.0,0.0,32.0,22.0,55.0,51.0,0.8429415373547828,0.5380051715382996
1,1,2013-02-04,7032.0,True,True,0,False,0,2013,6,0,0,0,False,,,,False,True,10.0,1.0,0.0,0.0,0.0,0.0,34.0,24.0,53.0,49.0,0.8239230057575542,0.5667017562911176
1,2,2013-02-05,6049.0,True,True,0,False,0,2013,6,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,35.0,25.0,52.0,48.0,0.8140460935082178,0.5808002734538009
1,3,2013-02-06,6140.0,True,True,0,False,0,2013,6,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,36.0,26.0,51.0,47.0,0.8039279618328213,0.5947266869607634
1,4,2013-02-07,5499.0,True,True,0,False,0,2013,6,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,37.0,27.0,50.0,46.0,0.7935716089521474,0.6084768701151261
1,5,2013-02-08,5681.0,True,True,0,False,0,2013,6,0,0,0,False,,,,True,True,1.0,10.0,0.0,0.0,0.0,0.0,38.0,28.0,49.0,45.0,0.7829801036770628,0.6220467484408675
1,6,2013-02-09,5370.0,True,False,0,False,0,2013,6,0,0,0,False,,,,True,False,1.0,9.0,0.0,0.0,0.0,0.0,39.0,29.0,48.0,44.0,0.7721565844991642,0.6354323008901774
1,1,2013-02-11,4409.0,True,False,0,False,0,2013,7,0,0,0,False,,,,False,True,3.0,7.0,0.0,0.0,0.0,0.0,41.0,31.0,46.0,42.0,0.7498264012045686,0.6616346182422783
1,2,2013-02-12,4015.0,True,False,0,False,0,2013,7,0,0,0,False,,,,True,True,4.0,6.0,0.0,0.0,0.0,0.0,42.0,32.0,45.0,41.0,0.7383263540031065,0.6744436188329455
1,3,2013-02-13,4252.0,True,False,0,False,0,2013,7,0,0,0,False,,,,True,True,5.0,5.0,0.0,0.0,0.0,0.0,43.0,33.0,44.0,40.0,0.7266075247685656,0.6870527672236669
1,4,2013-02-14,4241.0,True,False,0,False,0,2013,7,0,0,0,False,,,,True,True,6.0,4.0,0.0,0.0,0.0,0.0,44.0,34.0,43.0,39.0,0.7146733860429609,0.6994583270516471
1,5,2013-02-15,4809.0,True,False,0,False,0,2013,7,0,0,0,False,,,,True,True,7.0,3.0,0.0,0.0,0.0,0.0,45.0,35.0,42.0,38.0,0.7025274741691571,0.7116566222817746
1,6,2013-02-16,6154.0,True,False,0,False,0,2013,7,0,0,0,False,,,,True,False,8.0,2.0,0.0,0.0,0.0,0.0,46.0,36.0,41.0,37.0,0.6901733882429719,0.7236440382959124
1,1,2013-02-18,6407.0,True,True,0,False,0,2013,8,0,0,0,False,,,,False,True,10.0,1.0,0.0,0.0,0.0,0.0,48.0,38.0,39.0,35.0,0.6648553979642865,0.7469720876965552
1,2,2013-02-19,5386.0,True,True,0,False,0,2013,8,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,49.0,39.0,38.0,34.0,0.6518989958787126,0.7583058084785624
1,3,2013-02-20,5660.0,True,True,0,False,0,2013,8,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,50.0,40.0,37.0,33.0,0.6387494220515272,0.7694148268839378
1,4,2013-02-21,5261.0,True,True,0,False,0,2013,8,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,51.0,41.0,36.0,32.0,0.6254105729852463,0.7802958510707755
1,5,2013-02-22,5000.0,True,True,0,False,0,2013,8,0,0,0,False,,,,True,True,1.0,10.0,0.0,0.0,0.0,0.0,52.0,42.0,35.0,31.0,0.6118864012687243,0.7909456567567772
1,6,2013-02-23,5237.0,True,False,0,False,0,2013,8,0,0,0,False,,,,True,False,1.0,9.0,0.0,0.0,0.0,0.0,53.0,43.0,34.0,30.0,0.5981809144059164,0.8013610881746766
1,1,2013-02-25,4038.0,True,False,0,False,0,2013,9,0,0,0,False,,,,False,True,3.0,7.0,0.0,0.0,0.0,0.0,55.0,45.0,32.0,28.0,0.5702422926917871,0.8214765533024142
1,2,2013-02-26,3794.0,True,False,0,False,0,2013,9,0,0,0,False,,,,True,True,4.0,6.0,0.0,0.0,0.0,0.0,56.0,46.0,31.0,27.0,0.5560174366570446,0.8311706263658079
1,3,2013-02-27,4558.0,True,False,0,False,0,2013,9,0,0,0,False,,,,True,True,5.0,5.0,0.0,0.0,0.0,0.0,57.0,47.0,30.0,26.0,0.5416278206559814,0.8406184056344782
1,4,2013-02-28,4676.0,True,False,0,False,0,2013,9,0,0,0,False,,,,True,True,6.0,4.0,0.0,0.0,0.0,0.0,58.0,48.0,29.0,25.0,0.5270777086423722,0.8498170915275278
1,5,2013-03-01,4611.0,True,False,0,False,0,2013,9,0,0,0,False,,,,True,True,7.0,3.0,0.0,0.0,0.0,0.0,59.0,49.0,28.0,24.0,0.5123714121284237,0.8587639582758029
1,6,2013-03-02,5350.0,True,False,0,False,0,2013,9,0,0,0,False,,,,True,False,8.0,2.0,0.0,0.0,0.0,0.0,60.0,50.0,27.0,23.0,0.4975132889071807,0.8674563547295968
1,1,2013-03-04,7675.0,True,True,0,False,0,2013,10,0,0,0,False,,,,False,True,10.0,1.0,0.0,0.0,0.0,0.0,62.0,52.0,25.0,21.0,0.4673592171580022,0.8840675099433636
1,2,2013-03-05,6300.0,True,True,0,False,0,2013,10,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,63.0,53.0,24.0,20.0,0.4520722039323044,0.8919813464595485
1,3,2013-03-06,5973.0,True,True,0,False,0,2013,10,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,64.0,54.0,23.0,19.0,0.436651231956064,0.8996308696522433
1,4,2013-03-07,5637.0,True,True,0,False,0,2013,10,0,0,0,False,,,,True,True,1.0,1.0,0.0,0.0,0.0,0.0,65.0,55.0,22.0,18.0,0.4211008707960896,0.907013812802636
1,5,2013-03-08,5853.0,True,True,0,False,0,2013,10,0,0,0,False,,,,True,True,1.0,10.0,0.0,0.0,0.0,0.0,66.0,56.0,21.0,17.0,0.40542572835999735,0.9141279881853336
1,6,2013-03-09,5578.0,True,False,0,False,0,2013,10,0,0,0,False,,,,True,False,1.0,9.0,0.0,0.0,0.0,0.0,67.0,57.0,20.0,16.0,0.389630449530788,0.9209712877166346
1,1,2013-03-11,4949.0,True,False,0,False,0,2013,11,0,0,0,False,,,,False,True,3.0,7.0,0.0,0.0,0.0,0.0,69.0,59.0,18.0,14.0,0.35769823883312546,0.9338372288229252
1,2,2013-03-12,3853.0,True,False,0,False,0,2013,11,0,0,0,False,,,,True,True,4.0,6.0,0.0,0.0,0.0,0.0,70.0,60.0,17.0,13.0,0.3415707691678556,0.9398560579418954
1,3,2013-03-13,4341.0,True,False,0,False,0,2013,11,0,0,0,False,,,,True,True,5.0,5.0,0.0,0.0,0.0,0.0,71.0,61.0,16.0,12.0,0.3253420847119801,0.9455963874271426
1,4,2013-03-14,5108.0,True,False,0,False,0,2013,11,0,0,0,False,,,,True,True,6.0,4.0,0.0,0.0,0.0,0.0,72.0,62.0,15.0,11.0,0.30901699437494745,0.9510565162951536
1,5,2013-03-15,4925.0,True,False,0,False,0,2013,11,0,0,0,False,,,,True,True,7.0,3.0,0.0,0.0,0.0,0.0,73.0,63.0,14.0,10.0,0.2926003356333484,0.9562348265919056
1,6,2013-03-16,5003.0,True,False,0,False,0,2013,11,0,0,0,False,,,,True,False,8.0,2.0,0.0,0.0,0.0,0.0,74.0,64.0,13.0,9.0,0.27609697309746883,0.9611297838723007
